"","rater_id","rated_ID","Group","presItem","prestigeRatings","id"
"289.R14",101,102,21,"R14",6,289
"290.R14",101,103,21,"R14",5,290
"291.R14",101,104,21,"R14",6,291
"292.R14",101,105,21,"R14",6,292
"289.R15",101,102,21,"R15",6,289
"290.R15",101,103,21,"R15",5,290
"291.R15",101,104,21,"R15",6,291
"292.R15",101,105,21,"R15",6,292
"289.R17rev",101,102,21,"R17rev",7,289
"290.R17rev",101,103,21,"R17rev",7,290
"291.R17rev",101,104,21,"R17rev",7,291
"292.R17rev",101,105,21,"R17rev",7,292
"293.R1",102,101,21,"R1",3,293
"294.R1",102,103,21,"R1",6,294
"295.R1",102,104,21,"R1",4,295
"296.R1",102,105,21,"R1",5,296
"293.R2rev",102,101,21,"R2rev",4,293
"294.R2rev",102,103,21,"R2rev",6,294
"295.R2rev",102,104,21,"R2rev",6,295
"296.R2rev",102,105,21,"R2rev",5,296
"293.R4",102,101,21,"R4",3,293
"294.R4",102,103,21,"R4",4,294
"295.R4",102,104,21,"R4",4,295
"296.R4",102,105,21,"R4",3,296
"293.R6rev",102,101,21,"R6rev",5,293
"294.R6rev",102,103,21,"R6rev",5,294
"295.R6rev",102,104,21,"R6rev",4,295
"296.R6rev",102,105,21,"R6rev",5,296
"293.R8",102,101,21,"R8",5,293
"294.R8",102,103,21,"R8",5,294
"295.R8",102,104,21,"R8",4,295
"296.R8",102,105,21,"R8",4,296
"293.R13",102,101,21,"R13",6,293
"294.R13",102,103,21,"R13",6,294
"295.R13",102,104,21,"R13",4,295
"296.R13",102,105,21,"R13",3,296
"293.R14",102,101,21,"R14",5,293
"294.R14",102,103,21,"R14",6,294
"295.R14",102,104,21,"R14",4,295
"296.R14",102,105,21,"R14",4,296
"293.R15",102,101,21,"R15",4,293
"294.R15",102,103,21,"R15",7,294
"295.R15",102,104,21,"R15",5,295
"296.R15",102,105,21,"R15",3,296
"293.R17rev",102,101,21,"R17rev",5,293
"294.R17rev",102,103,21,"R17rev",6,294
"295.R17rev",102,104,21,"R17rev",5,295
"296.R17rev",102,105,21,"R17rev",6,296
"297.R1",103,101,21,"R1",6,297
"298.R1",103,102,21,"R1",7,298
"299.R1",103,104,21,"R1",5,299
"300.R1",103,105,21,"R1",6,300
"297.R2rev",103,101,21,"R2rev",6,297
"298.R2rev",103,102,21,"R2rev",5,298
"299.R2rev",103,104,21,"R2rev",6,299
"300.R2rev",103,105,21,"R2rev",6,300
"297.R4",103,101,21,"R4",4,297
"298.R4",103,102,21,"R4",5,298
"299.R4",103,104,21,"R4",5,299
"300.R4",103,105,21,"R4",5,300
"297.R6rev",103,101,21,"R6rev",5,297
"298.R6rev",103,102,21,"R6rev",6,298
"299.R6rev",103,104,21,"R6rev",6,299
"300.R6rev",103,105,21,"R6rev",6,300
"297.R8",103,101,21,"R8",6,297
"298.R8",103,102,21,"R8",6,298
"299.R8",103,104,21,"R8",6,299
"300.R8",103,105,21,"R8",6,300
"297.R13",103,101,21,"R13",6,297
"298.R13",103,102,21,"R13",6,298
"299.R13",103,104,21,"R13",6,299
"300.R13",103,105,21,"R13",6,300
"297.R14",103,101,21,"R14",6,297
"298.R14",103,102,21,"R14",6,298
"299.R14",103,104,21,"R14",6,299
"300.R14",103,105,21,"R14",5,300
"297.R15",103,101,21,"R15",5,297
"298.R15",103,102,21,"R15",6,298
"299.R15",103,104,21,"R15",6,299
"300.R15",103,105,21,"R15",5,300
"297.R17rev",103,101,21,"R17rev",7,297
"298.R17rev",103,102,21,"R17rev",7,298
"299.R17rev",103,104,21,"R17rev",7,299
"300.R17rev",103,105,21,"R17rev",7,300
"301.R1",104,101,21,"R1",6,301
"302.R1",104,102,21,"R1",6,302
"303.R1",104,103,21,"R1",5,303
"304.R1",104,105,21,"R1",6,304
"301.R2rev",104,101,21,"R2rev",7,301
"302.R2rev",104,102,21,"R2rev",7,302
"303.R2rev",104,103,21,"R2rev",7,303
"304.R2rev",104,105,21,"R2rev",7,304
"301.R4",104,101,21,"R4",2,301
"302.R4",104,102,21,"R4",2,302
"303.R4",104,103,21,"R4",1,303
"304.R4",104,105,21,"R4",1,304
"301.R6rev",104,101,21,"R6rev",7,301
"302.R6rev",104,102,21,"R6rev",7,302
"303.R6rev",104,103,21,"R6rev",7,303
"304.R6rev",104,105,21,"R6rev",7,304
"301.R8",104,101,21,"R8",7,301
"302.R8",104,102,21,"R8",6,302
"303.R8",104,103,21,"R8",6,303
"304.R8",104,105,21,"R8",6,304
"301.R13",104,101,21,"R13",6,301
"302.R13",104,102,21,"R13",6,302
"303.R13",104,103,21,"R13",5,303
"304.R13",104,105,21,"R13",6,304
"301.R14",104,101,21,"R14",4,301
"302.R14",104,102,21,"R14",5,302
"303.R14",104,103,21,"R14",4,303
"304.R14",104,105,21,"R14",6,304
"301.R15",104,101,21,"R15",5,301
"302.R15",104,102,21,"R15",6,302
"303.R15",104,103,21,"R15",4,303
"304.R15",104,105,21,"R15",6,304
"301.R17rev",104,101,21,"R17rev",7,301
"302.R17rev",104,102,21,"R17rev",7,302
"303.R17rev",104,103,21,"R17rev",7,303
"304.R17rev",104,105,21,"R17rev",7,304
"305.R1",105,101,21,"R1",5,305
"306.R1",105,102,21,"R1",6,306
"307.R1",105,103,21,"R1",6,307
"308.R1",105,104,21,"R1",6,308
"305.R2rev",105,101,21,"R2rev",7,305
"306.R2rev",105,102,21,"R2rev",6,306
"307.R2rev",105,103,21,"R2rev",6,307
"308.R2rev",105,104,21,"R2rev",7,308
"305.R4",105,101,21,"R4",5,305
"306.R4",105,102,21,"R4",6,306
"307.R4",105,103,21,"R4",5,307
"308.R4",105,104,21,"R4",4,308
"305.R6rev",105,101,21,"R6rev",7,305
"306.R6rev",105,102,21,"R6rev",7,306
"307.R6rev",105,103,21,"R6rev",7,307
"308.R6rev",105,104,21,"R6rev",7,308
"305.R8",105,101,21,"R8",6,305
"306.R8",105,102,21,"R8",6,306
"307.R8",105,103,21,"R8",5,307
"308.R8",105,104,21,"R8",6,308
"305.R13",105,101,21,"R13",4,305
"306.R13",105,102,21,"R13",6,306
"307.R13",105,103,21,"R13",4,307
"308.R13",105,104,21,"R13",5,308
"305.R14",105,101,21,"R14",4,305
"306.R14",105,102,21,"R14",5,306
"307.R14",105,103,21,"R14",6,307
"308.R14",105,104,21,"R14",5,308
"305.R15",105,101,21,"R15",6,305
"306.R15",105,102,21,"R15",6,306
"307.R15",105,103,21,"R15",4,307
"308.R15",105,104,21,"R15",6,308
"305.R17rev",105,101,21,"R17rev",7,305
"306.R17rev",105,102,21,"R17rev",7,306
"307.R17rev",105,103,21,"R17rev",7,307
"308.R17rev",105,104,21,"R17rev",7,308
"309.R1",106,107,22,"R1",5,309
"310.R1",106,108,22,"R1",6,310
"311.R1",106,109,22,"R1",7,311
"312.R1",106,110,22,"R1",7,312
"309.R2rev",106,107,22,"R2rev",6,309
"310.R2rev",106,108,22,"R2rev",6,310
"311.R2rev",106,109,22,"R2rev",7,311
"312.R2rev",106,110,22,"R2rev",7,312
"309.R4",106,107,22,"R4",6,309
"310.R4",106,108,22,"R4",5,310
"311.R4",106,109,22,"R4",7,311
"312.R4",106,110,22,"R4",7,312
"309.R6rev",106,107,22,"R6rev",4,309
"310.R6rev",106,108,22,"R6rev",2,310
"311.R6rev",106,109,22,"R6rev",7,311
"312.R6rev",106,110,22,"R6rev",4,312
"309.R8",106,107,22,"R8",6,309
"310.R8",106,108,22,"R8",7,310
"311.R8",106,109,22,"R8",7,311
"312.R8",106,110,22,"R8",7,312
"309.R13",106,107,22,"R13",4,309
"310.R13",106,108,22,"R13",7,310
"311.R13",106,109,22,"R13",7,311
"312.R13",106,110,22,"R13",7,312
"309.R14",106,107,22,"R14",4,309
"310.R14",106,108,22,"R14",4,310
"311.R14",106,109,22,"R14",7,311
"312.R14",106,110,22,"R14",7,312
"309.R15",106,107,22,"R15",6,309
"310.R15",106,108,22,"R15",5,310
"311.R15",106,109,22,"R15",7,311
"312.R15",106,110,22,"R15",7,312
"309.R17rev",106,107,22,"R17rev",7,309
"310.R17rev",106,108,22,"R17rev",7,310
"311.R17rev",106,109,22,"R17rev",7,311
"312.R17rev",106,110,22,"R17rev",7,312
"313.R1",107,106,22,"R1",5,313
"314.R1",107,108,22,"R1",5,314
"315.R1",107,109,22,"R1",6,315
"316.R1",107,110,22,"R1",4,316
"313.R2rev",107,106,22,"R2rev",4,313
"314.R2rev",107,108,22,"R2rev",4,314
"315.R2rev",107,109,22,"R2rev",4,315
"316.R2rev",107,110,22,"R2rev",4,316
"313.R4",107,106,22,"R4",4,313
"314.R4",107,108,22,"R4",4,314
"315.R4",107,109,22,"R4",5,315
"316.R4",107,110,22,"R4",5,316
"313.R6rev",107,106,22,"R6rev",6,313
"314.R6rev",107,108,22,"R6rev",7,314
"315.R6rev",107,109,22,"R6rev",7,315
"316.R6rev",107,110,22,"R6rev",4,316
"313.R8",107,106,22,"R8",6,313
"314.R8",107,108,22,"R8",4,314
"315.R8",107,109,22,"R8",7,315
"316.R8",107,110,22,"R8",4,316
"313.R13",107,106,22,"R13",5,313
"314.R13",107,108,22,"R13",7,314
"315.R13",107,109,22,"R13",7,315
"316.R13",107,110,22,"R13",5,316
"313.R14",107,106,22,"R14",6,313
"314.R14",107,108,22,"R14",7,314
"315.R14",107,109,22,"R14",7,315
"316.R14",107,110,22,"R14",5,316
"313.R15",107,106,22,"R15",5,313
"314.R15",107,108,22,"R15",6,314
"315.R15",107,109,22,"R15",7,315
"316.R15",107,110,22,"R15",5,316
"313.R17rev",107,106,22,"R17rev",7,313
"314.R17rev",107,108,22,"R17rev",7,314
"315.R17rev",107,109,22,"R17rev",7,315
"316.R17rev",107,110,22,"R17rev",3,316
"317.R1",108,106,22,"R1",5,317
"318.R1",108,107,22,"R1",4,318
"319.R1",108,109,22,"R1",7,319
"320.R1",108,110,22,"R1",7,320
"317.R2rev",108,106,22,"R2rev",4,317
"318.R2rev",108,107,22,"R2rev",4,318
"319.R2rev",108,109,22,"R2rev",7,319
"320.R2rev",108,110,22,"R2rev",3,320
"317.R4",108,106,22,"R4",5,317
"318.R4",108,107,22,"R4",4,318
"319.R4",108,109,22,"R4",7,319
"320.R4",108,110,22,"R4",7,320
"317.R6rev",108,106,22,"R6rev",3,317
"318.R6rev",108,107,22,"R6rev",5,318
"319.R6rev",108,109,22,"R6rev",7,319
"320.R6rev",108,110,22,"R6rev",3,320
"317.R8",108,106,22,"R8",5,317
"318.R8",108,107,22,"R8",4,318
"319.R8",108,109,22,"R8",7,319
"320.R8",108,110,22,"R8",6,320
"317.R13",108,106,22,"R13",6,317
"318.R13",108,107,22,"R13",6,318
"319.R13",108,109,22,"R13",7,319
"320.R13",108,110,22,"R13",7,320
"317.R14",108,106,22,"R14",7,317
"318.R14",108,107,22,"R14",6,318
"319.R14",108,109,22,"R14",7,319
"320.R14",108,110,22,"R14",7,320
"317.R15",108,106,22,"R15",4,317
"318.R15",108,107,22,"R15",5,318
"319.R15",108,109,22,"R15",7,319
"320.R15",108,110,22,"R15",7,320
"317.R17rev",108,106,22,"R17rev",7,317
"318.R17rev",108,107,22,"R17rev",4,318
"319.R17rev",108,109,22,"R17rev",7,319
"320.R17rev",108,110,22,"R17rev",4,320
"321.R1",109,106,22,"R1",4,321
"322.R1",109,107,22,"R1",5,322
"323.R1",109,108,22,"R1",4,323
"324.R1",109,110,22,"R1",7,324
"321.R2rev",109,106,22,"R2rev",7,321
"322.R2rev",109,107,22,"R2rev",7,322
"323.R2rev",109,108,22,"R2rev",7,323
"324.R2rev",109,110,22,"R2rev",7,324
"321.R4",109,106,22,"R4",5,321
"322.R4",109,107,22,"R4",5,322
"323.R4",109,108,22,"R4",6,323
"324.R4",109,110,22,"R4",7,324
"321.R6rev",109,106,22,"R6rev",3,321
"322.R6rev",109,107,22,"R6rev",7,322
"323.R6rev",109,108,22,"R6rev",7,323
"324.R6rev",109,110,22,"R6rev",7,324
"321.R8",109,106,22,"R8",4,321
"322.R8",109,107,22,"R8",5,322
"323.R8",109,108,22,"R8",6,323
"324.R8",109,110,22,"R8",7,324
"321.R13",109,106,22,"R13",4,321
"322.R13",109,107,22,"R13",6,322
"323.R13",109,108,22,"R13",7,323
"324.R13",109,110,22,"R13",7,324
"321.R14",109,106,22,"R14",7,321
"322.R14",109,107,22,"R14",6,322
"323.R14",109,108,22,"R14",7,323
"324.R14",109,110,22,"R14",7,324
"321.R15",109,106,22,"R15",7,321
"322.R15",109,107,22,"R15",6,322
"323.R15",109,108,22,"R15",7,323
"324.R15",109,110,22,"R15",5,324
"321.R17rev",109,106,22,"R17rev",7,321
"322.R17rev",109,107,22,"R17rev",7,322
"323.R17rev",109,108,22,"R17rev",7,323
"324.R17rev",109,110,22,"R17rev",7,324
"325.R1",110,106,22,"R1",4,325
"326.R1",110,107,22,"R1",3,326
"327.R1",110,109,22,"R1",7,327
"328.R1",110,108,22,"R1",4,328
"325.R2rev",110,106,22,"R2rev",6,325
"326.R2rev",110,107,22,"R2rev",4,326
"327.R2rev",110,109,22,"R2rev",5,327
"328.R2rev",110,108,22,"R2rev",7,328
"325.R4",110,106,22,"R4",4,325
"326.R4",110,107,22,"R4",4,326
"327.R4",110,109,22,"R4",7,327
"328.R4",110,108,22,"R4",5,328
"325.R6rev",110,106,22,"R6rev",7,325
"326.R6rev",110,107,22,"R6rev",4,326
"327.R6rev",110,109,22,"R6rev",7,327
"328.R6rev",110,108,22,"R6rev",3,328
"325.R8",110,106,22,"R8",5,325
"326.R8",110,107,22,"R8",3,326
"327.R8",110,109,22,"R8",7,327
"328.R8",110,108,22,"R8",4,328
"325.R13",110,106,22,"R13",5,325
"326.R13",110,107,22,"R13",4,326
"327.R13",110,109,22,"R13",7,327
"328.R13",110,108,22,"R13",3,328
"325.R14",110,106,22,"R14",5,325
"326.R14",110,107,22,"R14",3,326
"327.R14",110,109,22,"R14",7,327
"328.R14",110,108,22,"R14",1,328
"325.R15",110,106,22,"R15",4,325
"326.R15",110,107,22,"R15",4,326
"327.R15",110,109,22,"R15",7,327
"328.R15",110,108,22,"R15",2,328
"325.R17rev",110,106,22,"R17rev",7,325
"326.R17rev",110,107,22,"R17rev",4,326
"327.R17rev",110,109,22,"R17rev",4,327
"328.R17rev",110,108,22,"R17rev",7,328
"329.R1",112,111,23,"R1",2,329
"330.R1",112,113,23,"R1",5,330
"331.R1",112,114,23,"R1",5,331
"332.R1",112,115,23,"R1",4,332
"329.R2rev",112,111,23,"R2rev",2,329
"330.R2rev",112,113,23,"R2rev",4,330
"331.R2rev",112,114,23,"R2rev",3,331
"332.R2rev",112,115,23,"R2rev",4,332
"329.R4",112,111,23,"R4",4,329
"330.R4",112,113,23,"R4",5,330
"331.R4",112,114,23,"R4",5,331
"332.R4",112,115,23,"R4",4,332
"329.R6rev",112,111,23,"R6rev",5,329
"330.R6rev",112,113,23,"R6rev",6,330
"331.R6rev",112,114,23,"R6rev",6,331
"332.R6rev",112,115,23,"R6rev",5,332
"329.R8",112,111,23,"R8",4,329
"330.R8",112,113,23,"R8",5,330
"331.R8",112,114,23,"R8",5,331
"332.R8",112,115,23,"R8",5,332
"329.R13",112,111,23,"R13",4,329
"330.R13",112,113,23,"R13",4,330
"331.R13",112,114,23,"R13",6,331
"332.R13",112,115,23,"R13",5,332
"329.R14",112,111,23,"R14",4,329
"330.R14",112,113,23,"R14",5,330
"331.R14",112,114,23,"R14",6,331
"332.R14",112,115,23,"R14",6,332
"329.R15",112,111,23,"R15",5,329
"330.R15",112,113,23,"R15",4,330
"331.R15",112,114,23,"R15",6,331
"332.R15",112,115,23,"R15",6,332
"329.R17rev",112,111,23,"R17rev",6,329
"330.R17rev",112,113,23,"R17rev",6,330
"331.R17rev",112,114,23,"R17rev",5,331
"332.R17rev",112,115,23,"R17rev",5,332
"333.R1",113,111,23,"R1",7,333
"334.R1",113,112,23,"R1",6,334
"335.R1",113,114,23,"R1",6,335
"336.R1",113,115,23,"R1",7,336
"333.R2rev",113,111,23,"R2rev",4,333
"334.R2rev",113,112,23,"R2rev",6,334
"335.R2rev",113,114,23,"R2rev",7,335
"336.R2rev",113,115,23,"R2rev",7,336
"333.R4",113,111,23,"R4",4,333
"334.R4",113,112,23,"R4",5,334
"335.R4",113,114,23,"R4",6,335
"336.R4",113,115,23,"R4",6,336
"333.R6rev",113,111,23,"R6rev",7,333
"334.R6rev",113,112,23,"R6rev",7,334
"335.R6rev",113,114,23,"R6rev",7,335
"336.R6rev",113,115,23,"R6rev",7,336
"333.R8",113,111,23,"R8",4,333
"334.R8",113,112,23,"R8",5,334
"335.R8",113,114,23,"R8",5,335
"336.R8",113,115,23,"R8",3,336
"333.R13",113,111,23,"R13",7,333
"334.R13",113,112,23,"R13",7,334
"335.R13",113,114,23,"R13",7,335
"336.R13",113,115,23,"R13",7,336
"333.R14",113,111,23,"R14",5,333
"334.R14",113,112,23,"R14",7,334
"335.R14",113,114,23,"R14",7,335
"336.R14",113,115,23,"R14",7,336
"333.R15",113,111,23,"R15",5,333
"334.R15",113,112,23,"R15",7,334
"335.R15",113,114,23,"R15",7,335
"336.R15",113,115,23,"R15",7,336
"333.R17rev",113,111,23,"R17rev",7,333
"334.R17rev",113,112,23,"R17rev",7,334
"335.R17rev",113,114,23,"R17rev",7,335
"336.R17rev",113,115,23,"R17rev",7,336
"337.R1",114,111,23,"R1",5,337
"338.R1",114,112,23,"R1",6,338
"339.R1",114,113,23,"R1",7,339
"340.R1",114,115,23,"R1",7,340
"337.R2rev",114,111,23,"R2rev",4,337
"338.R2rev",114,112,23,"R2rev",7,338
"339.R2rev",114,113,23,"R2rev",7,339
"340.R2rev",114,115,23,"R2rev",6,340
"337.R4",114,111,23,"R4",4,337
"338.R4",114,112,23,"R4",3,338
"339.R4",114,113,23,"R4",3,339
"340.R4",114,115,23,"R4",4,340
"337.R6rev",114,111,23,"R6rev",5,337
"338.R6rev",114,112,23,"R6rev",7,338
"339.R6rev",114,113,23,"R6rev",7,339
"340.R6rev",114,115,23,"R6rev",7,340
"337.R8",114,111,23,"R8",4,337
"338.R8",114,112,23,"R8",7,338
"339.R8",114,113,23,"R8",6,339
"340.R8",114,115,23,"R8",6,340
"337.R13",114,111,23,"R13",4,337
"338.R13",114,112,23,"R13",7,338
"339.R13",114,113,23,"R13",7,339
"340.R13",114,115,23,"R13",6,340
"337.R14",114,111,23,"R14",4,337
"338.R14",114,112,23,"R14",5,338
"339.R14",114,113,23,"R14",7,339
"340.R14",114,115,23,"R14",5,340
"337.R15",114,111,23,"R15",4,337
"338.R15",114,112,23,"R15",7,338
"339.R15",114,113,23,"R15",6,339
"340.R15",114,115,23,"R15",7,340
"337.R17rev",114,111,23,"R17rev",7,337
"338.R17rev",114,112,23,"R17rev",7,338
"339.R17rev",114,113,23,"R17rev",7,339
"340.R17rev",114,115,23,"R17rev",7,340
"341.R1",115,111,23,"R1",5,341
"342.R1",115,112,23,"R1",4,342
"343.R1",115,113,23,"R1",4,343
"344.R1",115,114,23,"R1",6,344
"341.R2rev",115,111,23,"R2rev",4,341
"342.R2rev",115,112,23,"R2rev",5,342
"343.R2rev",115,113,23,"R2rev",6,343
"344.R2rev",115,114,23,"R2rev",7,344
"341.R4",115,111,23,"R4",3,341
"342.R4",115,112,23,"R4",3,342
"343.R4",115,113,23,"R4",2,343
"344.R4",115,114,23,"R4",6,344
"341.R6rev",115,111,23,"R6rev",6,341
"342.R6rev",115,112,23,"R6rev",6,342
"343.R6rev",115,113,23,"R6rev",6,343
"344.R6rev",115,114,23,"R6rev",7,344
"341.R8",115,111,23,"R8",3,341
"342.R8",115,112,23,"R8",4,342
"343.R8",115,113,23,"R8",4,343
"344.R8",115,114,23,"R8",6,344
"341.R13",115,111,23,"R13",4,341
"342.R13",115,112,23,"R13",7,342
"343.R13",115,113,23,"R13",6,343
"344.R13",115,114,23,"R13",6,344
"341.R14",115,111,23,"R14",4,341
"342.R14",115,112,23,"R14",7,342
"343.R14",115,113,23,"R14",6,343
"344.R14",115,114,23,"R14",7,344
"341.R15",115,111,23,"R15",3,341
"342.R15",115,112,23,"R15",4,342
"343.R15",115,113,23,"R15",4,343
"344.R15",115,114,23,"R15",6,344
"341.R17rev",115,111,23,"R17rev",6,341
"342.R17rev",115,112,23,"R17rev",7,342
"343.R17rev",115,113,23,"R17rev",7,343
"344.R17rev",115,114,23,"R17rev",6,344
"345.R1",116,117,24,"R1",7,345
"346.R1",116,118,24,"R1",7,346
"347.R1",116,119,24,"R1",7,347
"348.R1",116,120,24,"R1",7,348
"345.R2rev",116,117,24,"R2rev",7,345
"346.R2rev",116,118,24,"R2rev",7,346
"347.R2rev",116,119,24,"R2rev",7,347
"348.R2rev",116,120,24,"R2rev",7,348
"345.R4",116,117,24,"R4",1,345
"346.R4",116,118,24,"R4",1,346
"347.R4",116,119,24,"R4",1,347
"348.R4",116,120,24,"R4",1,348
"345.R6rev",116,117,24,"R6rev",7,345
"346.R6rev",116,118,24,"R6rev",7,346
"347.R6rev",116,119,24,"R6rev",7,347
"348.R6rev",116,120,24,"R6rev",7,348
"345.R8",116,117,24,"R8",7,345
"346.R8",116,118,24,"R8",7,346
"347.R8",116,119,24,"R8",7,347
"348.R8",116,120,24,"R8",7,348
"345.R13",116,117,24,"R13",7,345
"346.R13",116,118,24,"R13",7,346
"347.R13",116,119,24,"R13",7,347
"348.R13",116,120,24,"R13",7,348
"345.R14",116,117,24,"R14",7,345
"346.R14",116,118,24,"R14",7,346
"347.R14",116,119,24,"R14",7,347
"348.R14",116,120,24,"R14",7,348
"345.R15",116,117,24,"R15",7,345
"346.R15",116,118,24,"R15",7,346
"347.R15",116,119,24,"R15",7,347
"348.R15",116,120,24,"R15",7,348
"345.R17rev",116,117,24,"R17rev",7,345
"346.R17rev",116,118,24,"R17rev",7,346
"347.R17rev",116,119,24,"R17rev",7,347
"348.R17rev",116,120,24,"R17rev",7,348
"349.R1",117,116,24,"R1",4,349
"350.R1",117,118,24,"R1",7,350
"351.R1",117,119,24,"R1",7,351
"352.R1",117,120,24,"R1",7,352
"349.R2rev",117,116,24,"R2rev",4,349
"350.R2rev",117,118,24,"R2rev",7,350
"351.R2rev",117,119,24,"R2rev",7,351
"352.R2rev",117,120,24,"R2rev",7,352
"349.R4",117,116,24,"R4",1,349
"350.R4",117,118,24,"R4",4,350
"351.R4",117,119,24,"R4",4,351
"352.R4",117,120,24,"R4",3,352
"349.R6rev",117,116,24,"R6rev",7,349
"350.R6rev",117,118,24,"R6rev",7,350
"351.R6rev",117,119,24,"R6rev",7,351
"352.R6rev",117,120,24,"R6rev",7,352
"349.R8",117,116,24,"R8",5,349
"350.R8",117,118,24,"R8",7,350
"351.R8",117,119,24,"R8",6,351
"352.R8",117,120,24,"R8",7,352
"349.R13",117,116,24,"R13",7,349
"350.R13",117,118,24,"R13",7,350
"351.R13",117,119,24,"R13",7,351
"352.R13",117,120,24,"R13",7,352
"349.R14",117,116,24,"R14",7,349
"350.R14",117,118,24,"R14",7,350
"351.R14",117,119,24,"R14",7,351
"352.R14",117,120,24,"R14",4,352
"349.R15",117,116,24,"R15",4,349
"350.R15",117,118,24,"R15",5,350
"351.R15",117,119,24,"R15",6,351
"352.R15",117,120,24,"R15",2,352
"349.R17rev",117,116,24,"R17rev",7,349
"350.R17rev",117,118,24,"R17rev",7,350
"351.R17rev",117,119,24,"R17rev",7,351
"352.R17rev",117,120,24,"R17rev",7,352
"353.R1",118,116,24,"R1",6,353
"354.R1",118,117,24,"R1",6,354
"355.R1",118,119,24,"R1",7,355
"356.R1",118,120,24,"R1",6,356
"353.R2rev",118,116,24,"R2rev",5,353
"354.R2rev",118,117,24,"R2rev",6,354
"355.R2rev",118,119,24,"R2rev",7,355
"356.R2rev",118,120,24,"R2rev",7,356
"353.R4",118,116,24,"R4",4,353
"354.R4",118,117,24,"R4",4,354
"355.R4",118,119,24,"R4",6,355
"356.R4",118,120,24,"R4",5,356
"353.R6rev",118,116,24,"R6rev",4,353
"354.R6rev",118,117,24,"R6rev",2,354
"355.R6rev",118,119,24,"R6rev",7,355
"356.R6rev",118,120,24,"R6rev",7,356
"353.R8",118,116,24,"R8",5,353
"354.R8",118,117,24,"R8",6,354
"355.R8",118,119,24,"R8",7,355
"356.R8",118,120,24,"R8",6,356
"353.R13",118,116,24,"R13",7,353
"354.R13",118,117,24,"R13",6,354
"355.R13",118,119,24,"R13",7,355
"356.R13",118,120,24,"R13",5,356
"353.R14",118,116,24,"R14",6,353
"354.R14",118,117,24,"R14",6,354
"355.R14",118,119,24,"R14",6,355
"356.R14",118,120,24,"R14",4,356
"353.R15",118,116,24,"R15",5,353
"354.R15",118,117,24,"R15",6,354
"355.R15",118,119,24,"R15",6,355
"356.R15",118,120,24,"R15",4,356
"353.R17rev",118,116,24,"R17rev",6,353
"354.R17rev",118,117,24,"R17rev",7,354
"355.R17rev",118,119,24,"R17rev",7,355
"356.R17rev",118,120,24,"R17rev",7,356
"357.R1",119,116,24,"R1",4,357
"358.R1",119,117,24,"R1",5,358
"359.R1",119,118,24,"R1",7,359
"360.R1",119,120,24,"R1",4,360
"357.R2rev",119,116,24,"R2rev",2,357
"358.R2rev",119,117,24,"R2rev",5,358
"359.R2rev",119,118,24,"R2rev",4,359
"360.R2rev",119,120,24,"R2rev",5,360
"357.R4",119,116,24,"R4",5,357
"358.R4",119,117,24,"R4",4,358
"359.R4",119,118,24,"R4",6,359
"360.R4",119,120,24,"R4",5,360
"357.R6rev",119,116,24,"R6rev",5,357
"358.R6rev",119,117,24,"R6rev",7,358
"359.R6rev",119,118,24,"R6rev",7,359
"360.R6rev",119,120,24,"R6rev",7,360
"357.R8",119,116,24,"R8",2,357
"358.R8",119,117,24,"R8",5,358
"359.R8",119,118,24,"R8",7,359
"360.R8",119,120,24,"R8",5,360
"357.R13",119,116,24,"R13",5,357
"358.R13",119,117,24,"R13",6,358
"359.R13",119,118,24,"R13",7,359
"360.R13",119,120,24,"R13",4,360
"357.R14",119,116,24,"R14",2,357
"358.R14",119,117,24,"R14",7,358
"359.R14",119,118,24,"R14",7,359
"360.R14",119,120,24,"R14",5,360
"357.R15",119,116,24,"R15",2,357
"358.R15",119,117,24,"R15",5,358
"359.R15",119,118,24,"R15",7,359
"360.R15",119,120,24,"R15",4,360
"357.R17rev",119,116,24,"R17rev",5,357
"358.R17rev",119,117,24,"R17rev",7,358
"359.R17rev",119,118,24,"R17rev",7,359
"360.R17rev",119,120,24,"R17rev",7,360
"361.R1",120,117,24,"R1",6,361
"362.R1",120,118,24,"R1",7,362
"363.R1",120,119,24,"R1",6,363
"361.R2rev",120,117,24,"R2rev",4,361
"362.R2rev",120,118,24,"R2rev",5,362
"363.R2rev",120,119,24,"R2rev",6,363
"361.R4",120,117,24,"R4",6,361
"362.R4",120,118,24,"R4",4,362
"363.R4",120,119,24,"R4",5,363
"361.R6rev",120,117,24,"R6rev",6,361
"362.R6rev",120,118,24,"R6rev",7,362
"363.R6rev",120,119,24,"R6rev",7,363
"361.R8",120,117,24,"R8",5,361
"362.R8",120,118,24,"R8",7,362
"363.R8",120,119,24,"R8",6,363
"361.R13",120,117,24,"R13",6,361
"362.R13",120,118,24,"R13",7,362
"363.R13",120,119,24,"R13",6,363
"361.R14",120,117,24,"R14",6,361
"362.R14",120,118,24,"R14",7,362
"363.R14",120,119,24,"R14",6,363
"361.R15",120,117,24,"R15",6,361
"362.R15",120,118,24,"R15",7,362
"363.R15",120,119,24,"R15",6,363
"361.R17rev",120,117,24,"R17rev",6,361
"362.R17rev",120,118,24,"R17rev",7,362
"363.R17rev",120,119,24,"R17rev",7,363
"364.R1",121,122,25,"R1",6,364
"365.R1",121,123,25,"R1",4,365
"366.R1",121,124,25,"R1",6,366
"367.R1",121,125,25,"R1",6,367
