"","rater_id","rated_ID","Group","domItem","dominanceRatings","id"
"87.R11",32,33,7,"R11",1,87
"88.R11",32,34,7,"R11",1,88
"89.R11",32,35,7,"R11",1,89
"90.R11",33,31,7,"R11",3,90
"91.R11",33,34,7,"R11",5,91
"92.R11",33,35,7,"R11",5,92
"93.R11",34,31,7,"R11",1,93
"94.R11",34,32,7,"R11",1,94
"95.R11",34,33,7,"R11",1,95
"96.R11",34,35,7,"R11",1,96
"97.R11",35,31,7,"R11",5,97
"98.R11",35,32,7,"R11",1,98
"99.R11",35,33,7,"R11",5,99
"100.R11",35,34,7,"R11",4,100
"101.R11",36,37,8,"R11",4,101
"102.R11",36,38,8,"R11",2,102
"103.R11",36,39,8,"R11",3,103
"104.R11",36,40,8,"R11",2,104
"105.R11",37,36,8,"R11",1,105
"106.R11",37,38,8,"R11",2,106
"107.R11",37,39,8,"R11",2,107
"108.R11",37,40,8,"R11",2,108
"109.R11",38,36,8,"R11",1,109
"110.R11",38,37,8,"R11",1,110
"111.R11",38,39,8,"R11",4,111
"112.R11",38,40,8,"R11",4,112
"113.R11",39,36,8,"R11",1,113
"114.R11",39,37,8,"R11",1,114
"115.R11",39,38,8,"R11",1,115
"116.R11",39,40,8,"R11",1,116
"117.R11",40,36,8,"R11",2,117
"118.R11",40,37,8,"R11",2,118
"119.R11",40,38,8,"R11",1,119
"120.R11",40,39,8,"R11",5,120
"121.R11",41,42,9,"R11",2,121
"122.R11",41,43,9,"R11",1,122
"123.R11",41,44,9,"R11",1,123
"124.R11",41,45,9,"R11",1,124
"125.R11",42,41,9,"R11",1,125
"126.R11",42,43,9,"R11",3,126
"127.R11",42,44,9,"R11",2,127
"128.R11",42,45,9,"R11",1,128
"129.R11",43,42,9,"R11",2,129
"130.R11",43,44,9,"R11",3,130
"131.R11",43,45,9,"R11",2,131
"132.R11",44,41,9,"R11",3,132
"133.R11",44,42,9,"R11",3,133
"134.R11",44,43,9,"R11",5,134
"135.R11",44,45,9,"R11",2,135
"136.R11",45,41,9,"R11",2,136
"137.R11",45,43,9,"R11",5,137
"138.R11",45,44,9,"R11",4,138
"139.R11",46,50,10,"R11",1,139
"140.R11",47,46,10,"R11",3,140
"141.R11",47,48,10,"R11",2,141
"142.R11",47,49,10,"R11",2,142
"143.R11",47,50,10,"R11",3,143
"144.R11",48,46,10,"R11",1,144
"145.R11",48,47,10,"R11",1,145
"146.R11",48,49,10,"R11",1,146
"147.R11",48,50,10,"R11",1,147
"148.R11",49,50,10,"R11",5,148
"149.R11",56,57,12,"R11",1,149
"150.R11",56,58,12,"R11",4,150
"151.R11",56,59,12,"R11",5,151
"152.R11",56,60,12,"R11",5,152
"153.R11",57,56,12,"R11",1,153
"154.R11",57,58,12,"R11",1,154
"155.R11",57,59,12,"R11",1,155
"156.R11",57,60,12,"R11",1,156
"157.R11",58,56,12,"R11",1,157
"158.R11",58,57,12,"R11",1,158
"159.R11",58,59,12,"R11",1,159
"160.R11",58,60,12,"R11",1,160
"161.R11",59,56,12,"R11",2,161
"162.R11",59,57,12,"R11",3,162
"163.R11",59,58,12,"R11",3,163
"164.R11",59,60,12,"R11",2,164
"165.R11",60,56,12,"R11",1,165
"166.R11",60,57,12,"R11",1,166
"167.R11",60,58,12,"R11",1,167
"168.R11",60,59,12,"R11",1,168
"169.R11",61,62,13,"R11",4,169
"170.R11",61,63,13,"R11",4,170
"171.R11",61,64,13,"R11",5,171
"172.R11",61,65,13,"R11",3,172
"173.R11",62,61,13,"R11",1,173
"174.R11",62,63,13,"R11",2,174
"175.R11",62,64,13,"R11",4,175
"176.R11",62,65,13,"R11",3,176
"177.R11",63,61,13,"R11",4,177
"178.R11",63,62,13,"R11",4,178
"179.R11",64,61,13,"R11",2,179
"180.R11",64,62,13,"R11",4,180
"181.R11",64,63,13,"R11",3,181
"182.R11",64,65,13,"R11",3,182
"183.R11",65,61,13,"R11",4,183
"184.R11",65,62,13,"R11",2,184
"185.R11",65,63,13,"R11",3,185
"186.R11",65,64,13,"R11",4,186
"187.R11",66,67,14,"R11",1,187
"188.R11",69,67,14,"R11",4,188
"189.R11",69,70,14,"R11",5,189
"190.R11",70,66,14,"R11",1,190
"191.R11",70,67,14,"R11",1,191
"192.R11",70,68,14,"R11",1,192
"193.R11",70,69,14,"R11",1,193
"194.R11",71,72,15,"R11",5,194
"195.R11",71,74,15,"R11",5,195
"196.R11",71,75,15,"R11",5,196
"197.R11",72,71,15,"R11",1,197
"198.R11",72,73,15,"R11",1,198
"199.R11",72,74,15,"R11",3,199
"200.R11",72,75,15,"R11",1,200
"201.R11",73,71,15,"R11",1,201
"202.R11",73,72,15,"R11",1,202
"203.R11",74,72,15,"R11",1,203
"204.R11",74,73,15,"R11",1,204
"205.R11",74,75,15,"R11",2,205
"206.R11",75,72,15,"R11",7,206
"207.R11",75,73,15,"R11",4,207
"208.R11",75,74,15,"R11",5,208
"209.R11",77,76,16,"R11",1,209
"210.R11",77,78,16,"R11",1,210
"211.R11",77,79,16,"R11",1,211
"212.R11",77,80,16,"R11",5,212
"213.R11",78,76,16,"R11",1,213
"214.R11",78,77,16,"R11",3,214
"215.R11",78,79,16,"R11",2,215
"216.R11",78,80,16,"R11",3,216
"217.R11",79,76,16,"R11",2,217
"218.R11",79,77,16,"R11",2,218
"219.R11",79,78,16,"R11",2,219
"220.R11",79,80,16,"R11",4,220
"221.R11",80,76,16,"R11",1,221
"222.R11",80,77,16,"R11",1,222
"223.R11",80,78,16,"R11",1,223
"224.R11",80,79,16,"R11",1,224
"225.R11",81,82,17,"R11",3,225
"226.R11",81,83,17,"R11",2,226
"227.R11",81,84,17,"R11",3,227
"228.R11",81,85,17,"R11",5,228
"229.R11",82,81,17,"R11",3,229
"230.R11",82,83,17,"R11",2,230
"231.R11",82,84,17,"R11",1,231
"232.R11",82,85,17,"R11",1,232
"233.R11",83,81,17,"R11",1,233
"234.R11",83,82,17,"R11",2,234
"235.R11",83,84,17,"R11",2,235
"236.R11",83,85,17,"R11",2,236
"237.R11",84,81,17,"R11",1,237
"238.R11",84,82,17,"R11",1,238
"239.R11",84,83,17,"R11",1,239
"240.R11",84,85,17,"R11",5,240
"241.R11",85,81,17,"R11",1,241
"242.R11",85,82,17,"R11",1,242
"243.R11",85,83,17,"R11",1,243
"244.R11",85,84,17,"R11",1,244
"245.R11",86,87,18,"R11",3,245
"246.R11",86,88,18,"R11",3,246
"247.R11",86,89,18,"R11",2,247
"248.R11",86,90,18,"R11",2,248
"249.R11",89,86,18,"R11",4,249
"250.R11",89,87,18,"R11",7,250
"251.R11",89,88,18,"R11",3,251
"252.R11",89,90,18,"R11",1,252
"253.R11",91,92,19,"R11",1,253
"254.R11",91,93,19,"R11",1,254
"255.R11",91,94,19,"R11",1,255
"256.R11",91,95,19,"R11",1,256
"257.R11",92,91,19,"R11",2,257
"258.R11",92,93,19,"R11",2,258
"259.R11",92,94,19,"R11",2,259
"260.R11",92,95,19,"R11",3,260
"261.R11",93,91,19,"R11",1,261
"262.R11",93,92,19,"R11",3,262
"263.R11",93,94,19,"R11",1,263
"264.R11",93,95,19,"R11",2,264
"265.R11",95,91,19,"R11",2,265
"266.R11",95,92,19,"R11",3,266
"267.R11",95,93,19,"R11",4,267
"268.R11",95,94,19,"R11",2,268
"269.R11",96,97,20,"R11",2,269
"270.R11",96,98,20,"R11",2,270
"271.R11",96,99,20,"R11",2,271
"272.R11",96,100,20,"R11",2,272
"273.R11",97,96,20,"R11",1,273
"274.R11",97,98,20,"R11",1,274
"275.R11",97,99,20,"R11",1,275
"276.R11",97,100,20,"R11",1,276
"277.R11",98,96,20,"R11",2,277
"278.R11",98,97,20,"R11",2,278
"279.R11",98,99,20,"R11",2,279
"280.R11",98,100,20,"R11",2,280
"281.R11",99,96,20,"R11",3,281
"282.R11",99,97,20,"R11",4,282
"283.R11",99,98,20,"R11",3,283
"284.R11",99,100,20,"R11",4,284
"285.R11",100,96,20,"R11",3,285
"286.R11",100,97,20,"R11",3,286
"287.R11",100,98,20,"R11",3,287
"288.R11",100,99,20,"R11",3,288
"289.R11",101,102,21,"R11",2,289
"290.R11",101,103,21,"R11",1,290
"291.R11",101,104,21,"R11",1,291
"292.R11",101,105,21,"R11",2,292
"293.R11",102,101,21,"R11",6,293
"294.R11",102,103,21,"R11",2,294
"295.R11",102,104,21,"R11",3,295
"296.R11",102,105,21,"R11",2,296
"297.R11",103,101,21,"R11",3,297
"298.R11",103,102,21,"R11",4,298
"299.R11",103,104,21,"R11",2,299
"300.R11",103,105,21,"R11",3,300
"301.R11",104,101,21,"R11",1,301
"302.R11",104,102,21,"R11",1,302
"303.R11",104,103,21,"R11",1,303
"304.R11",104,105,21,"R11",1,304
"305.R11",105,101,21,"R11",1,305
"306.R11",105,102,21,"R11",1,306
"307.R11",105,103,21,"R11",2,307
"308.R11",105,104,21,"R11",1,308
"309.R11",106,107,22,"R11",1,309
"310.R11",106,108,22,"R11",2,310
"311.R11",106,109,22,"R11",2,311
"312.R11",106,110,22,"R11",5,312
"313.R11",107,106,22,"R11",2,313
"314.R11",107,108,22,"R11",1,314
"315.R11",107,109,22,"R11",1,315
"316.R11",107,110,22,"R11",6,316
"317.R11",108,106,22,"R11",2,317
"318.R11",108,107,22,"R11",4,318
"319.R11",108,109,22,"R11",1,319
"320.R11",108,110,22,"R11",2,320
"321.R11",109,106,22,"R11",1,321
"322.R11",109,107,22,"R11",3,322
"323.R11",109,108,22,"R11",2,323
"324.R11",109,110,22,"R11",4,324
"325.R11",110,106,22,"R11",1,325
"326.R11",110,107,22,"R11",4,326
"327.R11",110,109,22,"R11",6,327
"328.R11",110,108,22,"R11",1,328
"329.R11",112,111,23,"R11",3,329
"330.R11",112,113,23,"R11",2,330
"331.R11",112,114,23,"R11",4,331
"332.R11",112,115,23,"R11",6,332
"333.R11",113,111,23,"R11",4,333
"334.R11",113,112,23,"R11",2,334
"335.R11",113,114,23,"R11",1,335
"336.R11",113,115,23,"R11",1,336
"337.R11",114,111,23,"R11",3,337
"338.R11",114,112,23,"R11",1,338
"339.R11",114,113,23,"R11",2,339
"340.R11",114,115,23,"R11",4,340
"341.R11",115,111,23,"R11",4,341
"342.R11",115,112,23,"R11",1,342
"343.R11",115,113,23,"R11",4,343
"344.R11",115,114,23,"R11",2,344
"345.R11",116,117,24,"R11",7,345
"346.R11",116,118,24,"R11",7,346
"347.R11",116,119,24,"R11",7,347
"348.R11",116,120,24,"R11",7,348
"349.R11",117,116,24,"R11",7,349
"350.R11",117,118,24,"R11",1,350
"351.R11",117,119,24,"R11",3,351
"352.R11",117,120,24,"R11",4,352
"353.R11",118,116,24,"R11",4,353
"354.R11",118,117,24,"R11",1,354
"355.R11",118,119,24,"R11",4,355
"356.R11",118,120,24,"R11",2,356
"357.R11",119,116,24,"R11",5,357
"358.R11",119,117,24,"R11",2,358
"359.R11",119,118,24,"R11",4,359
"360.R11",119,120,24,"R11",2,360
"361.R11",120,117,24,"R11",2,361
"362.R11",120,118,24,"R11",3,362
"363.R11",120,119,24,"R11",2,363
"364.R11",121,122,25,"R11",6,364
"365.R11",121,123,25,"R11",6,365
"366.R11",121,124,25,"R11",6,366
"367.R11",121,125,25,"R11",7,367
"368.R11",122,121,25,"R11",2,368
"369.R11",122,123,25,"R11",1,369
"370.R11",122,124,25,"R11",4,370
"371.R11",122,125,25,"R11",2,371
"372.R11",123,121,25,"R11",2,372
"373.R11",123,122,25,"R11",2,373
"374.R11",123,124,25,"R11",2,374
"375.R11",123,125,25,"R11",2,375
"376.R11",124,121,25,"R11",3,376
"377.R11",124,122,25,"R11",2,377
"378.R11",124,123,25,"R11",4,378
"379.R11",124,125,25,"R11",2,379
"380.R11",125,121,25,"R11",1,380
"381.R11",125,122,25,"R11",1,381
"382.R11",125,123,25,"R11",1,382
"383.R11",125,124,25,"R11",5,383
"384.R11",126,127,26,"R11",1,384
"385.R11",126,128,26,"R11",1,385
"386.R11",126,129,26,"R11",1,386
"387.R11",126,130,26,"R11",1,387
"388.R11",127,126,26,"R11",1,388
"389.R11",127,128,26,"R11",1,389
"390.R11",127,129,26,"R11",3,390
"391.R11",127,130,26,"R11",1,391
"392.R11",128,126,26,"R11",1,392
"393.R11",128,127,26,"R11",1,393
"394.R11",128,129,26,"R11",1,394
"395.R11",128,130,26,"R11",1,395
"396.R11",129,126,26,"R11",2,396
"397.R11",129,127,26,"R11",2,397
"398.R11",129,128,26,"R11",1,398
"399.R11",129,130,26,"R11",1,399
"400.R11",130,126,26,"R11",2,400
"401.R11",130,127,26,"R11",2,401
"402.R11",130,128,26,"R11",2,402
"403.R11",130,129,26,"R11",2,403
"404.R11",131,132,27,"R11",1,404
"405.R11",131,133,27,"R11",1,405
"406.R11",131,134,27,"R11",1,406
"407.R11",131,135,27,"R11",1,407
"408.R11",132,131,27,"R11",3,408
"409.R11",132,133,27,"R11",4,409
"410.R11",132,134,27,"R11",3,410
"411.R11",132,135,27,"R11",2,411
"412.R11",133,131,27,"R11",1,412
"413.R11",133,132,27,"R11",1,413
"414.R11",133,134,27,"R11",3,414
"415.R11",133,135,27,"R11",1,415
"416.R11",134,131,27,"R11",2,416
"417.R11",134,132,27,"R11",4,417
"418.R11",134,133,27,"R11",4,418
"419.R11",134,135,27,"R11",2,419
"420.R11",135,131,27,"R11",1,420
"421.R11",135,132,27,"R11",2,421
"422.R11",135,133,27,"R11",4,422
"423.R11",135,134,27,"R11",2,423
"424.R11",136,138,28,"R11",2,424
"425.R11",136,139,28,"R11",4,425
"426.R11",136,140,28,"R11",3,426
"427.R11",137,136,28,"R11",3,427
"428.R11",137,138,28,"R11",3,428
"429.R11",138,136,28,"R11",2,429
"430.R11",138,137,28,"R11",3,430
"431.R11",138,139,28,"R11",3,431
"432.R11",138,140,28,"R11",5,432
"433.R11",139,136,28,"R11",4,433
"434.R11",139,137,28,"R11",1,434
"435.R11",139,138,28,"R11",1,435
"436.R11",139,140,28,"R11",7,436
"437.R11",140,136,28,"R11",4,437
"438.R11",140,137,28,"R11",2,438
"439.R11",140,138,28,"R11",5,439
"440.R11",140,139,28,"R11",5,440
"441.R11",141,142,29,"R11",4,441
"442.R11",141,143,29,"R11",4,442
"443.R11",141,144,29,"R11",2,443
"444.R11",141,145,29,"R11",2,444
"445.R11",142,141,29,"R11",3,445
"446.R11",142,143,29,"R11",3,446
"447.R11",142,144,29,"R11",1,447
"448.R11",142,145,29,"R11",2,448
"449.R11",143,141,29,"R11",1,449
"450.R11",143,142,29,"R11",3,450
"451.R11",143,144,29,"R11",1,451
"452.R11",143,145,29,"R11",1,452
"453.R11",144,141,29,"R11",2,453
"454.R11",144,142,29,"R11",3,454
"455.R11",144,143,29,"R11",3,455
"456.R11",144,145,29,"R11",1,456
"457.R11",145,141,29,"R11",3,457
"458.R11",145,142,29,"R11",7,458
"459.R11",145,143,29,"R11",5,459
"460.R11",145,144,29,"R11",4,460
"461.R11",146,147,30,"R11",4,461
"462.R11",146,148,30,"R11",5,462
"463.R11",146,149,30,"R11",2,463
"464.R11",146,150,30,"R11",2,464
"465.R11",147,146,30,"R11",2,465
"466.R11",147,148,30,"R11",2,466
"467.R11",147,149,30,"R11",3,467
"468.R11",147,150,30,"R11",1,468
"469.R11",148,146,30,"R11",6,469
"470.R11",148,147,30,"R11",4,470
"471.R11",148,149,30,"R11",2,471
"472.R11",148,150,30,"R11",2,472
"473.R11",149,146,30,"R11",4,473
"474.R11",149,147,30,"R11",3,474
"475.R11",149,148,30,"R11",2,475
"476.R11",149,150,30,"R11",1,476
"477.R11",150,146,30,"R11",4,477
"478.R11",150,147,30,"R11",2,478
"479.R11",150,148,30,"R11",1,479
"480.R11",150,149,30,"R11",1,480
"481.R11",151,152,31,"R11",1,481
"482.R11",151,153,31,"R11",2,482
"483.R11",151,154,31,"R11",1,483
"484.R11",151,155,31,"R11",2,484
"485.R11",152,151,31,"R11",1,485
"486.R11",152,153,31,"R11",1,486
"487.R11",152,154,31,"R11",1,487
"488.R11",152,155,31,"R11",1,488
"489.R11",153,151,31,"R11",1,489
"490.R11",153,152,31,"R11",3,490
"491.R11",153,154,31,"R11",2,491
"492.R11",153,155,31,"R11",5,492
"493.R11",154,151,31,"R11",2,493
"494.R11",154,152,31,"R11",2,494
"495.R11",154,153,31,"R11",2,495
"496.R11",154,155,31,"R11",2,496
"497.R11",155,151,31,"R11",1,497
"498.R11",155,152,31,"R11",1,498
"499.R11",155,153,31,"R11",1,499
"500.R11",155,154,31,"R11",1,500
"501.R11",156,157,32,"R11",3,501
"502.R11",156,158,32,"R11",5,502
"503.R11",156,159,32,"R11",3,503
"504.R11",156,160,32,"R11",2,504
"505.R11",157,156,32,"R11",3,505
"506.R11",157,158,32,"R11",5,506
"507.R11",157,159,32,"R11",6,507
"508.R11",157,160,32,"R11",2,508
"509.R11",158,156,32,"R11",1,509
"510.R11",158,157,32,"R11",3,510
"511.R11",158,159,32,"R11",1,511
"512.R11",158,160,32,"R11",1,512
"513.R11",159,156,32,"R11",1,513
"514.R11",159,157,32,"R11",5,514
"515.R11",159,158,32,"R11",5,515
"516.R11",159,160,32,"R11",2,516
"517.R11",160,156,32,"R11",2,517
"518.R11",160,157,32,"R11",2,518
"519.R11",160,158,32,"R11",4,519
"520.R11",160,159,32,"R11",2,520
"1.R12rev",6,7,2,"R12rev",6,1
"2.R12rev",6,8,2,"R12rev",6,2
"3.R12rev",6,9,2,"R12rev",5,3
"4.R12rev",6,10,2,"R12rev",4,4
"5.R12rev",7,6,2,"R12rev",5,5
"6.R12rev",7,8,2,"R12rev",6,6
"7.R12rev",7,9,2,"R12rev",6,7
"8.R12rev",7,10,2,"R12rev",5,8
"9.R12rev",8,6,2,"R12rev",4,9
"10.R12rev",8,7,2,"R12rev",5,10
"11.R12rev",8,9,2,"R12rev",3,11
"12.R12rev",8,10,2,"R12rev",3,12
"13.R12rev",9,6,2,"R12rev",5,13
"14.R12rev",9,7,2,"R12rev",5,14
"15.R12rev",9,8,2,"R12rev",6,15
"16.R12rev",9,10,2,"R12rev",6,16
"17.R12rev",10,6,2,"R12rev",4,17
"18.R12rev",10,7,2,"R12rev",4,18
"19.R12rev",10,8,2,"R12rev",2,19
"20.R12rev",10,9,2,"R12rev",3,20
"21.R12rev",11,12,3,"R12rev",3,21
"22.R12rev",11,13,3,"R12rev",5,22
"23.R12rev",11,14,3,"R12rev",6,23
"24.R12rev",11,15,3,"R12rev",4,24
"25.R12rev",12,11,3,"R12rev",1,25
"26.R12rev",12,13,3,"R12rev",4,26
"27.R12rev",12,14,3,"R12rev",6,27
"28.R12rev",12,15,3,"R12rev",3,28
"29.R12rev",13,11,3,"R12rev",3,29
"30.R12rev",13,12,3,"R12rev",4,30
"31.R12rev",13,14,3,"R12rev",3,31
"32.R12rev",13,15,3,"R12rev",6,32
"33.R12rev",14,11,3,"R12rev",6,33
"34.R12rev",14,12,3,"R12rev",4,34
"35.R12rev",14,13,3,"R12rev",4,35
"36.R12rev",14,15,3,"R12rev",4,36
"37.R12rev",15,11,3,"R12rev",3,37
"38.R12rev",15,12,3,"R12rev",2,38
"39.R12rev",15,13,3,"R12rev",3,39
"40.R12rev",15,14,3,"R12rev",6,40
"41.R12rev",16,17,4,"R12rev",4,41
"42.R12rev",16,18,4,"R12rev",6,42
"43.R12rev",16,19,4,"R12rev",7,43
"44.R12rev",16,20,4,"R12rev",7,44
"45.R12rev",17,16,4,"R12rev",3,45
"46.R12rev",17,18,4,"R12rev",4,46
"47.R12rev",17,19,4,"R12rev",4,47
"48.R12rev",17,20,4,"R12rev",5,48
"49.R12rev",18,16,4,"R12rev",2,49
"50.R12rev",18,17,4,"R12rev",7,50
"51.R12rev",18,19,4,"R12rev",7,51
"52.R12rev",18,20,4,"R12rev",1,52
"53.R12rev",20,16,4,"R12rev",2,53
"54.R12rev",20,17,4,"R12rev",3,54
"55.R12rev",20,18,4,"R12rev",2,55
"56.R12rev",20,19,4,"R12rev",3,56
"57.R12rev",21,22,5,"R12rev",5,57
"58.R12rev",21,23,5,"R12rev",3,58
"59.R12rev",21,24,5,"R12rev",3,59
"60.R12rev",21,25,5,"R12rev",3,60
"61.R12rev",22,21,5,"R12rev",7,61
"62.R12rev",22,23,5,"R12rev",1,62
"63.R12rev",22,24,5,"R12rev",2,63
"64.R12rev",23,21,5,"R12rev",5,64
"65.R12rev",23,22,5,"R12rev",6,65
"66.R12rev",23,24,5,"R12rev",5,66
"67.R12rev",23,25,5,"R12rev",6,67
"68.R12rev",24,22,5,"R12rev",7,68
"69.R12rev",24,23,5,"R12rev",2,69
"70.R12rev",24,25,5,"R12rev",7,70
"71.R12rev",25,21,5,"R12rev",6,71
"72.R12rev",25,22,5,"R12rev",6,72
"73.R12rev",25,23,5,"R12rev",4,73
"74.R12rev",25,24,5,"R12rev",7,74
"75.R12rev",26,28,6,"R12rev",4,75
"76.R12rev",26,29,6,"R12rev",7,76
"77.R12rev",26,30,6,"R12rev",1,77
"78.R12rev",28,26,6,"R12rev",4,78
"79.R12rev",28,27,6,"R12rev",5,79
"80.R12rev",28,29,6,"R12rev",4,80
"81.R12rev",28,30,6,"R12rev",4,81
"82.R12rev",29,26,6,"R12rev",4,82
"83.R12rev",29,27,6,"R12rev",1,83
"84.R12rev",29,28,6,"R12rev",4,84
"85.R12rev",29,30,6,"R12rev",2,85
"86.R12rev",32,31,7,"R12rev",6,86
"87.R12rev",32,33,7,"R12rev",7,87
"88.R12rev",32,34,7,"R12rev",1,88
"89.R12rev",32,35,7,"R12rev",6,89
"90.R12rev",33,31,7,"R12rev",4,90
"91.R12rev",33,34,7,"R12rev",6,91
"92.R12rev",33,35,7,"R12rev",6,92
"93.R12rev",34,31,7,"R12rev",4,93
"94.R12rev",34,32,7,"R12rev",2,94
"95.R12rev",34,33,7,"R12rev",4,95
"96.R12rev",34,35,7,"R12rev",1,96
"97.R12rev",35,31,7,"R12rev",7,97
"98.R12rev",35,32,7,"R12rev",2,98
"99.R12rev",35,33,7,"R12rev",4,99
"100.R12rev",35,34,7,"R12rev",4,100
"101.R12rev",36,37,8,"R12rev",6,101
"102.R12rev",36,38,8,"R12rev",2,102
"103.R12rev",36,39,8,"R12rev",4,103
"104.R12rev",36,40,8,"R12rev",4,104
"105.R12rev",37,36,8,"R12rev",6,105
"106.R12rev",37,38,8,"R12rev",2,106
"107.R12rev",37,39,8,"R12rev",6,107
"108.R12rev",37,40,8,"R12rev",6,108
"109.R12rev",38,36,8,"R12rev",4,109
"110.R12rev",38,37,8,"R12rev",2,110
"111.R12rev",38,39,8,"R12rev",4,111
"112.R12rev",38,40,8,"R12rev",4,112
"113.R12rev",39,36,8,"R12rev",6,113
"114.R12rev",39,37,8,"R12rev",5,114
"115.R12rev",39,38,8,"R12rev",6,115
"116.R12rev",39,40,8,"R12rev",6,116
"117.R12rev",40,36,8,"R12rev",2,117
"118.R12rev",40,37,8,"R12rev",3,118
"119.R12rev",40,38,8,"R12rev",1,119
"120.R12rev",40,39,8,"R12rev",5,120
"121.R12rev",41,42,9,"R12rev",4,121
"122.R12rev",41,43,9,"R12rev",2,122
"123.R12rev",41,44,9,"R12rev",6,123
"124.R12rev",41,45,9,"R12rev",6,124
"125.R12rev",42,41,9,"R12rev",7,125
"126.R12rev",42,43,9,"R12rev",6,126
"127.R12rev",42,44,9,"R12rev",4,127
"128.R12rev",42,45,9,"R12rev",5,128
"129.R12rev",43,42,9,"R12rev",5,129
"130.R12rev",43,44,9,"R12rev",3,130
"131.R12rev",43,45,9,"R12rev",5,131
"132.R12rev",44,41,9,"R12rev",5,132
"133.R12rev",44,42,9,"R12rev",5,133
"134.R12rev",44,43,9,"R12rev",6,134
"135.R12rev",44,45,9,"R12rev",3,135
"136.R12rev",45,41,9,"R12rev",3,136
"137.R12rev",45,43,9,"R12rev",6,137
"138.R12rev",45,44,9,"R12rev",5,138
"139.R12rev",46,50,10,"R12rev",2,139
"140.R12rev",47,46,10,"R12rev",5,140
"141.R12rev",47,48,10,"R12rev",4,141
"142.R12rev",47,49,10,"R12rev",5,142
"143.R12rev",47,50,10,"R12rev",4,143
"144.R12rev",48,46,10,"R12rev",6,144
"145.R12rev",48,47,10,"R12rev",7,145
"146.R12rev",48,49,10,"R12rev",7,146
"147.R12rev",48,50,10,"R12rev",7,147
"148.R12rev",49,50,10,"R12rev",3,148
"149.R12rev",56,57,12,"R12rev",4,149
"150.R12rev",56,58,12,"R12rev",5,150
"151.R12rev",56,59,12,"R12rev",7,151
"152.R12rev",56,60,12,"R12rev",7,152
"153.R12rev",57,56,12,"R12rev",6,153
"154.R12rev",57,58,12,"R12rev",7,154
"155.R12rev",57,59,12,"R12rev",7,155
"156.R12rev",57,60,12,"R12rev",6,156
"157.R12rev",58,56,12,"R12rev",7,157
"158.R12rev",58,57,12,"R12rev",7,158
"159.R12rev",58,59,12,"R12rev",7,159
"160.R12rev",58,60,12,"R12rev",7,160
"161.R12rev",59,56,12,"R12rev",4,161
"162.R12rev",59,57,12,"R12rev",5,162
"163.R12rev",59,58,12,"R12rev",3,163
"164.R12rev",59,60,12,"R12rev",4,164
"165.R12rev",60,56,12,"R12rev",7,165
"166.R12rev",60,57,12,"R12rev",6,166
"167.R12rev",60,58,12,"R12rev",6,167
"168.R12rev",60,59,12,"R12rev",3,168
"169.R12rev",61,62,13,"R12rev",3,169
"170.R12rev",61,63,13,"R12rev",4,170
"171.R12rev",61,64,13,"R12rev",5,171
"172.R12rev",61,65,13,"R12rev",4,172
"173.R12rev",62,61,13,"R12rev",5,173
"174.R12rev",62,63,13,"R12rev",2,174
"175.R12rev",62,64,13,"R12rev",5,175
"176.R12rev",62,65,13,"R12rev",2,176
"177.R12rev",63,61,13,"R12rev",4,177
"178.R12rev",63,62,13,"R12rev",3,178
"179.R12rev",64,61,13,"R12rev",2,179
"180.R12rev",64,62,13,"R12rev",7,180
"181.R12rev",64,63,13,"R12rev",2,181
"182.R12rev",64,65,13,"R12rev",4,182
"183.R12rev",65,61,13,"R12rev",5,183
"184.R12rev",65,62,13,"R12rev",4,184
"185.R12rev",65,63,13,"R12rev",3,185
"186.R12rev",65,64,13,"R12rev",6,186
"187.R12rev",66,67,14,"R12rev",7,187
"188.R12rev",69,67,14,"R12rev",4,188
"189.R12rev",69,70,14,"R12rev",6,189
"190.R12rev",70,66,14,"R12rev",4,190
"191.R12rev",70,67,14,"R12rev",4,191
"192.R12rev",70,68,14,"R12rev",7,192
"193.R12rev",70,69,14,"R12rev",4,193
"194.R12rev",71,72,15,"R12rev",3,194
"195.R12rev",71,74,15,"R12rev",4,195
"196.R12rev",71,75,15,"R12rev",4,196
"197.R12rev",72,71,15,"R12rev",2,197
"198.R12rev",72,73,15,"R12rev",6,198
"199.R12rev",72,74,15,"R12rev",3,199
"200.R12rev",72,75,15,"R12rev",1,200
"201.R12rev",73,71,15,"R12rev",4,201
"202.R12rev",73,72,15,"R12rev",1,202
"203.R12rev",74,72,15,"R12rev",4,203
"204.R12rev",74,73,15,"R12rev",5,204
"205.R12rev",74,75,15,"R12rev",6,205
"206.R12rev",75,72,15,"R12rev",4,206
"207.R12rev",75,73,15,"R12rev",4,207
"208.R12rev",75,74,15,"R12rev",2,208
"209.R12rev",77,76,16,"R12rev",1,209
"210.R12rev",77,78,16,"R12rev",2,210
"211.R12rev",77,79,16,"R12rev",1,211
"212.R12rev",77,80,16,"R12rev",5,212
"213.R12rev",78,76,16,"R12rev",5,213
"214.R12rev",78,77,16,"R12rev",6,214
"215.R12rev",78,79,16,"R12rev",1,215
"216.R12rev",78,80,16,"R12rev",6,216
"217.R12rev",79,76,16,"R12rev",5,217
"218.R12rev",79,77,16,"R12rev",4,218
"219.R12rev",79,78,16,"R12rev",4,219
"220.R12rev",79,80,16,"R12rev",4,220
